case,activity,timestamp,completeTime
420,A,2019/01/16 12:40:00.000,2019/01/16 12:40:00.000
414,B,2019/01/16 12:46:57.116,2019/01/16 12:46:57.116
419,F,2019/01/16 12:48:45.554,2019/01/16 12:48:45.554
413,C,2019/01/16 12:52:48.020,2019/01/16 12:52:48.020
418,C,2019/01/16 12:54:01.169,2019/01/16 12:54:01.169
405,L,2019/01/16 12:54:23.641,2019/01/16 12:54:23.641
416,A,2019/01/16 12:54:54.613,2019/01/16 12:54:54.613
412,A,2019/01/16 12:59:06.185,2019/01/16 12:59:06.185
421,A,2019/01/16 13:00:00.000,2019/01/16 13:00:00.000
415,F,2019/01/16 13:00:55.979,2019/01/16 13:00:55.979
417,A,2019/01/16 13:02:41.395,2019/01/16 13:02:41.395
409,L,2019/01/16 13:03:28.738,2019/01/16 13:03:28.738
420,B,2019/01/16 13:09:36.342,2019/01/16 13:09:36.342
414,C,2019/01/16 13:13:31.955,2019/01/16 13:13:31.955
422,A,2019/01/16 13:20:00.000,2019/01/16 13:20:00.000
419,D,2019/01/16 13:20:37.987,2019/01/16 13:20:37.987
413,A,2019/01/16 13:24:02.854,2019/01/16 13:24:02.854
418,A,2019/01/16 13:24:56.685,2019/01/16 13:24:56.685
405,M,2019/01/16 13:27:20.312,2019/01/16 13:27:20.312
412,F,2019/01/16 13:28:43.030,2019/01/16 13:28:43.030
415,D,2019/01/16 13:29:55.924,2019/01/16 13:29:55.924
416,B,2019/01/16 13:31:22.774,2019/01/16 13:31:22.774
409,M,2019/01/16 13:33:18.213,2019/01/16 13:33:18.213
421,B,2019/01/16 13:34:48.392,2019/01/16 13:34:48.392
417,B,2019/01/16 13:37:59.169,2019/01/16 13:37:59.169
423,A,2019/01/16 13:40:00.000,2019/01/16 13:40:00.000
420,C,2019/01/16 13:40:31.113,2019/01/16 13:40:31.113
414,A,2019/01/16 13:44:49.534,2019/01/16 13:44:49.534
422,B,2019/01/16 13:47:41.396,2019/01/16 13:47:41.396
419,E,2019/01/16 13:50:58.256,2019/01/16 13:50:58.256
418,F,2019/01/16 13:54:28.703,2019/01/16 13:54:28.703
405,N,2019/01/16 13:55:56.975,2019/01/16 13:55:56.975
413,F,2019/01/16 13:57:13.915,2019/01/16 13:57:13.915
412,D,2019/01/16 13:57:52.822,2019/01/16 13:57:52.822
416,C,2019/01/16 13:59:06.070,2019/01/16 13:59:06.070
424,A,2019/01/16 14:00:00.000,2019/01/16 14:00:00.000
415,E,2019/01/16 14:00:50.741,2019/01/16 14:00:50.741
409,N,2019/01/16 14:03:59.186,2019/01/16 14:03:59.186
421,C,2019/01/16 14:05:47.877,2019/01/16 14:05:47.877
417,C,2019/01/16 14:08:47.058,2019/01/16 14:08:47.058
423,F,2019/01/16 14:08:47.378,2019/01/16 14:08:47.378
420,A,2019/01/16 14:09:41.255,2019/01/16 14:09:41.255
414,F,2019/01/16 14:13:33.985,2019/01/16 14:13:33.985
413,D,2019/01/16 14:19:54.956,2019/01/16 14:19:54.956
425,A,2019/01/16 14:20:00.000,2019/01/16 14:20:00.000
422,C,2019/01/16 14:21:38.864,2019/01/16 14:21:38.864
419,G,2019/01/16 14:21:53.994,2019/01/16 14:21:53.994
418,D,2019/01/16 14:22:59.904,2019/01/16 14:22:59.904
424,B,2019/01/16 14:26:47.548,2019/01/16 14:26:47.548
415,G,2019/01/16 14:27:44.918,2019/01/16 14:27:44.918
416,A,2019/01/16 14:30:29.133,2019/01/16 14:30:29.133
412,E,2019/01/16 14:32:25.968,2019/01/16 14:32:25.968
423,D,2019/01/16 14:36:00.721,2019/01/16 14:36:00.721
417,A,2019/01/16 14:36:08.030,2019/01/16 14:36:08.030
421,A,2019/01/16 14:36:14.477,2019/01/16 14:36:14.477
414,D,2019/01/16 14:37:08.000,2019/01/16 14:37:08.000
420,F,2019/01/16 14:39:00.302,2019/01/16 14:39:00.302
425,F,2019/01/16 14:46:20.589,2019/01/16 14:46:20.589
418,E,2019/01/16 14:49:17.992,2019/01/16 14:49:17.992
422,A,2019/01/16 14:49:33.625,2019/01/16 14:49:33.625
413,E,2019/01/16 14:50:46.964,2019/01/16 14:50:46.964
419,H,2019/01/16 14:51:20.181,2019/01/16 14:51:20.181
416,F,2019/01/16 14:55:21.475,2019/01/16 14:55:21.475
424,C,2019/01/16 14:57:42.453,2019/01/16 14:57:42.453
415,K,2019/01/16 14:59:45.261,2019/01/16 14:59:45.261
427,A,2019/01/16 15:00:00.000,2019/01/16 15:00:00.000
412,G,2019/01/16 15:01:55.695,2019/01/16 15:01:55.695
421,B,2019/01/16 15:07:21.771,2019/01/16 15:07:21.771
420,D,2019/01/16 15:07:44.280,2019/01/16 15:07:44.280
417,B,2019/01/16 15:10:03.075,2019/01/16 15:10:03.075
425,D,2019/01/16 15:10:33.123,2019/01/16 15:10:33.123
423,E,2019/01/16 15:11:05.214,2019/01/16 15:11:05.214
414,E,2019/01/16 15:12:02.776,2019/01/16 15:12:02.776
418,G,2019/01/16 15:14:53.239,2019/01/16 15:14:53.239
428,A,2019/01/16 15:20:00.000,2019/01/16 15:20:00.000
413,G,2019/01/16 15:20:26.902,2019/01/16 15:20:26.902
416,D,2019/01/16 15:25:55.180,2019/01/16 15:25:55.180
422,B,2019/01/16 15:26:15.290,2019/01/16 15:26:15.290
427,B,2019/01/16 15:27:45.038,2019/01/16 15:27:45.038
424,A,2019/01/16 15:30:01.192,2019/01/16 15:30:01.192
412,H,2019/01/16 15:31:52.240,2019/01/16 15:31:52.240
415,M,2019/01/16 15:32:21.410,2019/01/16 15:32:21.410
425,E,2019/01/16 15:32:26.767,2019/01/16 15:32:26.767
420,E,2019/01/16 15:35:37.717,2019/01/16 15:35:37.717
423,G,2019/01/16 15:38:35.315,2019/01/16 15:38:35.315
417,C,2019/01/16 15:39:31.472,2019/01/16 15:39:31.472
429,A,2019/01/16 15:40:00.000,2019/01/16 15:40:00.000
421,C,2019/01/16 15:41:12.168,2019/01/16 15:41:12.168
414,G,2019/01/16 15:42:09.519,2019/01/16 15:42:09.519
418,L,2019/01/16 15:44:06.045,2019/01/16 15:44:06.045
428,B,2019/01/16 15:47:02.641,2019/01/16 15:47:02.641
413,K,2019/01/16 15:48:51.941,2019/01/16 15:48:51.941
422,C,2019/01/16 15:53:20.477,2019/01/16 15:53:20.477
416,E,2019/01/16 15:58:41.265,2019/01/16 15:58:41.265
424,F,2019/01/16 15:59:27.475,2019/01/16 15:59:27.475
430,A,2019/01/16 16:00:00.000,2019/01/16 16:00:00.000
415,O,2019/01/16 16:01:44.945,2019/01/16 16:01:44.945
427,C,2019/01/16 16:05:04.337,2019/01/16 16:05:04.337
420,G,2019/01/16 16:05:59.796,2019/01/16 16:05:59.796
425,G,2019/01/16 16:06:05.212,2019/01/16 16:06:05.212
421,A,2019/01/16 16:10:46.732,2019/01/16 16:10:46.732
418,M,2019/01/16 16:11:54.664,2019/01/16 16:11:54.664
429,F,2019/01/16 16:14:37.299,2019/01/16 16:14:37.299
428,C,2019/01/16 16:15:57.505,2019/01/16 16:15:57.505
414,H,2019/01/16 16:16:07.779,2019/01/16 16:16:07.779
431,A,2019/01/16 16:20:00.000,2019/01/16 16:20:00.000
413,M,2019/01/16 16:20:28.038,2019/01/16 16:20:28.038
422,A,2019/01/16 16:20:51.792,2019/01/16 16:20:51.792
424,D,2019/01/16 16:28:50.443,2019/01/16 16:28:50.443
430,B,2019/01/16 16:29:47.320,2019/01/16 16:29:47.320
416,G,2019/01/16 16:30:43.345,2019/01/16 16:30:43.345
420,H,2019/01/16 16:33:00.106,2019/01/16 16:33:00.106
425,H,2019/01/16 16:34:53.682,2019/01/16 16:34:53.682
427,A,2019/01/16 16:37:29.071,2019/01/16 16:37:29.071
418,O,2019/01/16 16:39:36.804,2019/01/16 16:39:36.804
432,A,2019/01/16 16:40:00.000,2019/01/16 16:40:00.000
421,F,2019/01/16 16:42:18.439,2019/01/16 16:42:18.439
426,G,2019/01/16 16:43:39.487,2019/01/16 16:43:39.487
429,D,2019/01/16 16:44:05.985,2019/01/16 16:44:05.985
422,B,2019/01/16 16:47:30.278,2019/01/16 16:47:30.278
431,F,2019/01/16 16:49:17.898,2019/01/16 16:49:17.898
428,A,2019/01/16 16:50:35.366,2019/01/16 16:50:35.366
413,O,2019/01/16 16:52:06.509,2019/01/16 16:52:06.509
424,E,2019/01/16 16:55:01.774,2019/01/16 16:55:01.774
430,C,2019/01/16 16:58:35.656,2019/01/16 16:58:35.656
433,A,2019/01/16 17:00:00.000,2019/01/16 17:00:00.000
416,K,2019/01/16 17:04:41.396,2019/01/16 17:04:41.396
432,F,2019/01/16 17:08:01.728,2019/01/16 17:08:01.728
429,E,2019/01/16 17:11:38.284,2019/01/16 17:11:38.284
426,L,2019/01/16 17:13:15.993,2019/01/16 17:13:15.993
427,F,2019/01/16 17:14:28.374,2019/01/16 17:14:28.374
422,C,2019/01/16 17:15:56.622,2019/01/16 17:15:56.622
421,D,2019/01/16 17:17:52.783,2019/01/16 17:17:52.783
434,A,2019/01/16 17:20:00.000,2019/01/16 17:20:00.000
431,D,2019/01/16 17:21:03.264,2019/01/16 17:21:03.264
424,G,2019/01/16 17:22:45.467,2019/01/16 17:22:45.467
428,F,2019/01/16 17:22:48.064,2019/01/16 17:22:48.064
430,A,2019/01/16 17:25:46.341,2019/01/16 17:25:46.341
433,F,2019/01/16 17:34:00.286,2019/01/16 17:34:00.286
416,M,2019/01/16 17:35:07.334,2019/01/16 17:35:07.334
432,D,2019/01/16 17:38:46.013,2019/01/16 17:38:46.013
435,A,2019/01/16 17:40:00.000,2019/01/16 17:40:00.000
429,G,2019/01/16 17:40:37.158,2019/01/16 17:40:37.158
426,M,2019/01/16 17:45:45.630,2019/01/16 17:45:45.630
421,E,2019/01/16 17:45:52.885,2019/01/16 17:45:52.885
427,D,2019/01/16 17:48:03.797,2019/01/16 17:48:03.797
422,A,2019/01/16 17:48:39.867,2019/01/16 17:48:39.867
434,B,2019/01/16 17:50:51.295,2019/01/16 17:50:51.295
431,E,2019/01/16 17:50:57.813,2019/01/16 17:50:57.813
424,I,2019/01/16 17:51:32.945,2019/01/16 17:51:32.945
428,D,2019/01/16 17:52:47.123,2019/01/16 17:52:47.123
430,B,2019/01/16 17:59:50.339,2019/01/16 17:59:50.339
436,A,2019/01/16 18:00:00.000,2019/01/16 18:00:00.000
433,D,2019/01/16 18:00:03.097,2019/01/16 18:00:03.097
416,N,2019/01/16 18:06:13.884,2019/01/16 18:06:13.884
432,E,2019/01/16 18:07:52.753,2019/01/16 18:07:52.753
435,B,2019/01/16 18:10:27.040,2019/01/16 18:10:27.040
429,I,2019/01/16 18:13:09.234,2019/01/16 18:13:09.234
421,G,2019/01/16 18:14:01.849,2019/01/16 18:14:01.849
424,J,2019/01/16 18:17:05.615,2019/01/16 18:17:05.615
426,O,2019/01/16 18:17:59.569,2019/01/16 18:17:59.569
428,E,2019/01/16 18:18:19.820,2019/01/16 18:18:19.820
422,B,2019/01/16 18:19:39.030,2019/01/16 18:19:39.030
427,E,2019/01/16 18:19:41.940,2019/01/16 18:19:41.940
437,A,2019/01/16 18:20:00.000,2019/01/16 18:20:00.000
431,G,2019/01/16 18:22:02.840,2019/01/16 18:22:02.840
434,C,2019/01/16 18:22:40.104,2019/01/16 18:22:40.104
430,C,2019/01/16 18:24:55.778,2019/01/16 18:24:55.778
433,E,2019/01/16 18:29:10.297,2019/01/16 18:29:10.297
436,B,2019/01/16 18:30:33.336,2019/01/16 18:30:33.336
432,G,2019/01/16 18:39:43.057,2019/01/16 18:39:43.057
438,A,2019/01/16 18:40:00.000,2019/01/16 18:40:00.000
435,C,2019/01/16 18:40:20.471,2019/01/16 18:40:20.471
429,J,2019/01/16 18:41:57.724,2019/01/16 18:41:57.724
421,H,2019/01/16 18:45:39.216,2019/01/16 18:45:39.216
424,L,2019/01/16 18:46:23.203,2019/01/16 18:46:23.203
428,G,2019/01/16 18:47:46.643,2019/01/16 18:47:46.643
427,G,2019/01/16 18:48:50.895,2019/01/16 18:48:50.895
422,C,2019/01/16 18:50:13.891,2019/01/16 18:50:13.891
434,A,2019/01/16 18:50:14.569,2019/01/16 18:50:14.569
437,F,2019/01/16 18:53:22.996,2019/01/16 18:53:22.996
431,K,2019/01/16 18:55:00.617,2019/01/16 18:55:00.617
436,C,2019/01/16 18:57:20.748,2019/01/16 18:57:20.748
439,A,2019/01/16 19:00:00.000,2019/01/16 19:00:00.000
430,A,2019/01/16 19:02:03.621,2019/01/16 19:02:03.621
433,G,2019/01/16 19:03:50.517,2019/01/16 19:03:50.517
429,K,2019/01/16 19:08:56.207,2019/01/16 19:08:56.207
438,B,2019/01/16 19:10:04.922,2019/01/16 19:10:04.922
432,I,2019/01/16 19:11:36.805,2019/01/16 19:11:36.805
435,A,2019/01/16 19:12:55.970,2019/01/16 19:12:55.970
428,K,2019/01/16 19:15:40.710,2019/01/16 19:15:40.710
424,M,2019/01/16 19:17:14.937,2019/01/16 19:17:14.937
427,H,2019/01/16 19:17:40.567,2019/01/16 19:17:40.567
440,A,2019/01/16 19:20:00.000,2019/01/16 19:20:00.000
422,A,2019/01/16 19:20:12.034,2019/01/16 19:20:12.034
434,B,2019/01/16 19:23:47.307,2019/01/16 19:23:47.307
436,A,2019/01/16 19:24:36.022,2019/01/16 19:24:36.022
437,D,2019/01/16 19:26:38.597,2019/01/16 19:26:38.597
439,F,2019/01/16 19:26:48.019,2019/01/16 19:26:48.019
431,M,2019/01/16 19:27:17.336,2019/01/16 19:27:17.336
430,B,2019/01/16 19:31:49.499,2019/01/16 19:31:49.499
433,H,2019/01/16 19:35:13.124,2019/01/16 19:35:13.124
435,F,2019/01/16 19:35:38.870,2019/01/16 19:35:38.870
432,J,2019/01/16 19:38:16.061,2019/01/16 19:38:16.061
441,A,2019/01/16 19:40:00.000,2019/01/16 19:40:00.000
438,C,2019/01/16 19:41:03.977,2019/01/16 19:41:03.977
429,M,2019/01/16 19:42:56.103,2019/01/16 19:42:56.103
422,F,2019/01/16 19:45:39.861,2019/01/16 19:45:39.861
428,M,2019/01/16 19:47:39.066,2019/01/16 19:47:39.066
424,N,2019/01/16 19:49:46.624,2019/01/16 19:49:46.624
440,B,2019/01/16 19:50:55.030,2019/01/16 19:50:55.030
437,E,2019/01/16 19:54:05.910,2019/01/16 19:54:05.910
436,F,2019/01/16 19:56:05.722,2019/01/16 19:56:05.722
434,C,2019/01/16 19:56:36.937,2019/01/16 19:56:36.937
439,D,2019/01/16 19:58:44.422,2019/01/16 19:58:44.422
431,O,2019/01/16 20:00:45.208,2019/01/16 20:00:45.208
430,C,2019/01/16 20:02:32.066,2019/01/16 20:02:32.066
441,F,2019/01/16 20:03:11.360,2019/01/16 20:03:11.360
435,D,2019/01/16 20:07:47.940,2019/01/16 20:07:47.940
432,L,2019/01/16 20:09:36.786,2019/01/16 20:09:36.786
429,O,2019/01/16 20:10:21.356,2019/01/16 20:10:21.356
422,D,2019/01/16 20:14:37.195,2019/01/16 20:14:37.195
438,A,2019/01/16 20:16:04.381,2019/01/16 20:16:04.381
428,O,2019/01/16 20:19:07.364,2019/01/16 20:19:07.364
443,A,2019/01/16 20:20:00.000,2019/01/16 20:20:00.000
440,C,2019/01/16 20:21:25.562,2019/01/16 20:21:25.562
436,D,2019/01/16 20:23:38.819,2019/01/16 20:23:38.819
434,A,2019/01/16 20:23:58.737,2019/01/16 20:23:58.737
437,G,2019/01/16 20:26:28.174,2019/01/16 20:26:28.174
439,E,2019/01/16 20:31:30.820,2019/01/16 20:31:30.820
435,E,2019/01/16 20:33:05.830,2019/01/16 20:33:05.830
430,A,2019/01/16 20:33:36.081,2019/01/16 20:33:36.081
441,D,2019/01/16 20:34:22.848,2019/01/16 20:34:22.848
432,M,2019/01/16 20:38:27.082,2019/01/16 20:38:27.082
444,A,2019/01/16 20:40:00.000,2019/01/16 20:40:00.000
422,E,2019/01/16 20:41:58.321,2019/01/16 20:41:58.321
440,A,2019/01/16 20:45:19.299,2019/01/16 20:45:19.299
436,E,2019/01/16 20:47:58.200,2019/01/16 20:47:58.200
434,B,2019/01/16 20:48:02.697,2019/01/16 20:48:02.697
438,F,2019/01/16 20:48:28.878,2019/01/16 20:48:28.878
443,B,2019/01/16 20:51:59.871,2019/01/16 20:51:59.871
430,B,2019/01/16 20:59:32.092,2019/01/16 20:59:32.092
445,A,2019/01/16 21:00:00.000,2019/01/16 21:00:00.000
439,G,2019/01/16 21:01:51.403,2019/01/16 21:01:51.403
441,E,2019/01/16 21:03:41.978,2019/01/16 21:03:41.978
435,G,2019/01/16 21:07:49.433,2019/01/16 21:07:49.433
422,G,2019/01/16 21:11:20.622,2019/01/16 21:11:20.622
444,F,2019/01/16 21:12:03.871,2019/01/16 21:12:03.871
434,C,2019/01/16 21:13:32.726,2019/01/16 21:13:32.726
432,O,2019/01/16 21:14:20.375,2019/01/16 21:14:20.375
440,B,2019/01/16 21:14:28.757,2019/01/16 21:14:28.757
436,G,2019/01/16 21:19:48.018,2019/01/16 21:19:48.018
446,A,2019/01/16 21:20:00.000,2019/01/16 21:20:00.000
438,D,2019/01/16 21:21:28.511,2019/01/16 21:21:28.511
443,C,2019/01/16 21:21:51.422,2019/01/16 21:21:51.422
430,C,2019/01/16 21:26:30.813,2019/01/16 21:26:30.813
445,B,2019/01/16 21:30:54.524,2019/01/16 21:30:54.524
439,L,2019/01/16 21:34:57.042,2019/01/16 21:34:57.042
441,G,2019/01/16 21:38:07.182,2019/01/16 21:38:07.182
447,A,2019/01/16 21:40:00.000,2019/01/16 21:40:00.000
422,H,2019/01/16 21:40:58.874,2019/01/16 21:40:58.874
440,C,2019/01/16 21:42:05.213,2019/01/16 21:42:05.213
443,A,2019/01/16 21:42:51.706,2019/01/16 21:42:51.706
434,A,2019/01/16 21:43:39.489,2019/01/16 21:43:39.489
435,H,2019/01/16 21:45:06.670,2019/01/16 21:45:06.670
446,B,2019/01/16 21:49:02.391,2019/01/16 21:49:02.391
444,D,2019/01/16 21:50:46.704,2019/01/16 21:50:46.704
438,E,2019/01/16 21:52:05.339,2019/01/16 21:52:05.339
436,I,2019/01/16 21:53:25.435,2019/01/16 21:53:25.435
430,A,2019/01/16 21:56:56.581,2019/01/16 21:56:56.581
442,F,2019/01/16 21:58:12.651,2019/01/16 21:58:12.651
448,A,2019/01/16 22:00:00.000,2019/01/16 22:00:00.000
445,C,2019/01/16 22:02:28.889,2019/01/16 22:02:28.889
439,M,2019/01/16 22:06:48.345,2019/01/16 22:06:48.345
441,L,2019/01/16 22:08:19.325,2019/01/16 22:08:19.325
447,B,2019/01/16 22:09:19.077,2019/01/16 22:09:19.077
434,B,2019/01/16 22:11:34.482,2019/01/16 22:11:34.482
443,F,2019/01/16 22:14:23.928,2019/01/16 22:14:23.928
440,A,2019/01/16 22:15:03.780,2019/01/16 22:15:03.780
444,E,2019/01/16 22:17:09.624,2019/01/16 22:17:09.624
438,G,2019/01/16 22:18:37.461,2019/01/16 22:18:37.461
446,C,2019/01/16 22:19:06.646,2019/01/16 22:19:06.646
436,J,2019/01/16 22:22:35.433,2019/01/16 22:22:35.433
430,F,2019/01/16 22:25:48.089,2019/01/16 22:25:48.089
442,D,2019/01/16 22:28:34.392,2019/01/16 22:28:34.392
445,A,2019/01/16 22:30:27.928,2019/01/16 22:30:27.928
448,B,2019/01/16 22:33:06.428,2019/01/16 22:33:06.428
441,M,2019/01/16 22:35:35.015,2019/01/16 22:35:35.015
439,O,2019/01/16 22:35:44.139,2019/01/16 22:35:44.139
447,C,2019/01/16 22:38:17.557,2019/01/16 22:38:17.557
450,A,2019/01/16 22:40:00.000,2019/01/16 22:40:00.000
444,G,2019/01/16 22:42:40.274,2019/01/16 22:42:40.274
440,B,2019/01/16 22:42:55.033,2019/01/16 22:42:55.033
438,L,2019/01/16 22:43:52.198,2019/01/16 22:43:52.198
434,C,2019/01/16 22:44:40.155,2019/01/16 22:44:40.155
443,D,2019/01/16 22:45:33.461,2019/01/16 22:45:33.461
446,A,2019/01/16 22:46:14.170,2019/01/16 22:46:14.170
436,K,2019/01/16 22:54:16.043,2019/01/16 22:54:16.043
442,E,2019/01/16 22:56:33.453,2019/01/16 22:56:33.453
430,D,2019/01/16 22:57:09.135,2019/01/16 22:57:09.135
451,A,2019/01/16 23:00:00.000,2019/01/16 23:00:00.000
441,O,2019/01/16 23:03:18.321,2019/01/16 23:03:18.321
448,C,2019/01/16 23:03:37.724,2019/01/16 23:03:37.724
445,F,2019/01/16 23:04:02.724,2019/01/16 23:04:02.724
447,A,2019/01/16 23:05:41.285,2019/01/16 23:05:41.285
444,I,2019/01/16 23:12:56.424,2019/01/16 23:12:56.424
443,E,2019/01/16 23:13:52.132,2019/01/16 23:13:52.132
438,M,2019/01/16 23:13:55.258,2019/01/16 23:13:55.258
450,F,2019/01/16 23:16:07.443,2019/01/16 23:16:07.443
446,B,2019/01/16 23:16:24.703,2019/01/16 23:16:24.703
434,A,2019/01/16 23:18:10.335,2019/01/16 23:18:10.335
452,A,2019/01/16 23:20:00.000,2019/01/16 23:20:00.000
436,M,2019/01/16 23:20:50.043,2019/01/16 23:20:50.043
442,G,2019/01/16 23:27:38.199,2019/01/16 23:27:38.199
430,E,2019/01/16 23:27:53.270,2019/01/16 23:27:53.270
451,B,2019/01/16 23:30:43.791,2019/01/16 23:30:43.791
448,A,2019/01/16 23:30:53.830,2019/01/16 23:30:53.830
447,B,2019/01/16 23:35:14.112,2019/01/16 23:35:14.112
445,D,2019/01/16 23:38:10.673,2019/01/16 23:38:10.673
453,A,2019/01/16 23:40:00.000,2019/01/16 23:40:00.000
446,C,2019/01/16 23:42:43.766,2019/01/16 23:42:43.766
450,D,2019/01/16 23:43:07.507,2019/01/16 23:43:07.507
444,J,2019/01/16 23:45:09.323,2019/01/16 23:45:09.323
438,O,2019/01/16 23:46:29.651,2019/01/16 23:46:29.651
443,G,2019/01/16 23:46:43.141,2019/01/16 23:46:43.141
436,O,2019/01/16 23:51:31.810,2019/01/16 23:51:31.810
452,F,2019/01/16 23:52:56.178,2019/01/16 23:52:56.178
430,G,2019/01/16 23:56:33.220,2019/01/16 23:56:33.220
442,H,2019/01/16 23:58:06.710,2019/01/16 23:58:06.710
448,F,2019/01/16 23:59:36.255,2019/01/16 23:59:36.255
454,A,2019/01/17 00:00:00.000,2019/01/17 00:00:00.000
447,C,2019/01/17 00:02:55.642,2019/01/17 00:02:55.642
451,C,2019/01/17 00:03:50.484,2019/01/17 00:03:50.484
445,E,2019/01/17 00:09:04.948,2019/01/17 00:09:04.948
446,A,2019/01/17 00:10:59.757,2019/01/17 00:10:59.757
444,K,2019/01/17 00:12:01.570,2019/01/17 00:12:01.570
450,E,2019/01/17 00:14:12.028,2019/01/17 00:14:12.028
453,B,2019/01/17 00:14:50.084,2019/01/17 00:14:50.084
430,L,2019/01/17 00:17:59.439,2019/01/17 00:17:59.439
455,A,2019/01/17 00:20:00.000,2019/01/17 00:20:00.000
443,H,2019/01/17 00:20:15.469,2019/01/17 00:20:15.469
448,D,2019/01/17 00:21:48.013,2019/01/17 00:21:48.013
452,D,2019/01/17 00:21:51.145,2019/01/17 00:21:51.145
449,F,2019/01/17 00:22:53.505,2019/01/17 00:22:53.505
454,F,2019/01/17 00:33:47.434,2019/01/17 00:33:47.434
447,A,2019/01/17 00:34:20.855,2019/01/17 00:34:20.855
451,A,2019/01/17 00:37:56.008,2019/01/17 00:37:56.008
450,G,2019/01/17 00:39:14.764,2019/01/17 00:39:14.764
453,C,2019/01/17 00:39:34.261,2019/01/17 00:39:34.261
456,A,2019/01/17 00:40:00.000,2019/01/17 00:40:00.000
445,G,2019/01/17 00:40:14.579,2019/01/17 00:40:14.579
444,M,2019/01/17 00:40:35.442,2019/01/17 00:40:35.442
455,F,2019/01/17 00:44:59.533,2019/01/17 00:44:59.533
446,B,2019/01/17 00:47:53.466,2019/01/17 00:47:53.466
430,M,2019/01/17 00:49:53.921,2019/01/17 00:49:53.921
448,E,2019/01/17 00:52:22.463,2019/01/17 00:52:22.463
449,D,2019/01/17 00:53:41.274,2019/01/17 00:53:41.274
452,E,2019/01/17 00:55:55.532,2019/01/17 00:55:55.532
457,A,2019/01/17 01:00:00.000,2019/01/17 01:00:00.000
447,F,2019/01/17 01:05:02.135,2019/01/17 01:05:02.135
450,H,2019/01/17 01:06:13.685,2019/01/17 01:06:13.685
454,D,2019/01/17 01:06:43.346,2019/01/17 01:06:43.346
453,A,2019/01/17 01:09:52.937,2019/01/17 01:09:52.937
451,B,2019/01/17 01:09:59.362,2019/01/17 01:09:59.362
444,N,2019/01/17 01:11:10.549,2019/01/17 01:11:10.549
455,D,2019/01/17 01:11:38.146,2019/01/17 01:11:38.146
456,B,2019/01/17 01:13:17.600,2019/01/17 01:13:17.600
445,H,2019/01/17 01:13:29.963,2019/01/17 01:13:29.963
430,N,2019/01/17 01:15:29.511,2019/01/17 01:15:29.511
448,G,2019/01/17 01:17:44.067,2019/01/17 01:17:44.067
458,A,2019/01/17 01:20:00.000,2019/01/17 01:20:00.000
446,C,2019/01/17 01:21:25.866,2019/01/17 01:21:25.866
452,G,2019/01/17 01:24:01.137,2019/01/17 01:24:01.137
449,E,2019/01/17 01:27:16.763,2019/01/17 01:27:16.763
457,F,2019/01/17 01:28:29.354,2019/01/17 01:28:29.354
453,F,2019/01/17 01:36:16.992,2019/01/17 01:36:16.992
454,E,2019/01/17 01:36:29.198,2019/01/17 01:36:29.198
447,D,2019/01/17 01:37:32.557,2019/01/17 01:37:32.557
459,A,2019/01/17 01:40:00.000,2019/01/17 01:40:00.000
455,E,2019/01/17 01:40:46.529,2019/01/17 01:40:46.529
451,C,2019/01/17 01:41:00.225,2019/01/17 01:41:00.225
448,L,2019/01/17 01:42:23.030,2019/01/17 01:42:23.030
456,C,2019/01/17 01:42:45.427,2019/01/17 01:42:45.427
458,B,2019/01/17 01:46:20.783,2019/01/17 01:46:20.783
446,A,2019/01/17 01:50:00.398,2019/01/17 01:50:00.398
457,D,2019/01/17 01:50:16.497,2019/01/17 01:50:16.497
452,H,2019/01/17 01:54:16.634,2019/01/17 01:54:16.634
449,G,2019/01/17 01:57:16.370,2019/01/17 01:57:16.370
460,A,2019/01/17 02:00:00.000,2019/01/17 02:00:00.000
454,G,2019/01/17 02:04:42.440,2019/01/17 02:04:42.440
453,D,2019/01/17 02:10:18.539,2019/01/17 02:10:18.539
455,G,2019/01/17 02:11:31.010,2019/01/17 02:11:31.010
447,E,2019/01/17 02:11:47.675,2019/01/17 02:11:47.675
451,A,2019/01/17 02:12:58.841,2019/01/17 02:12:58.841
448,M,2019/01/17 02:14:19.727,2019/01/17 02:14:19.727
459,B,2019/01/17 02:15:11.981,2019/01/17 02:15:11.981
457,E,2019/01/17 02:16:06.067,2019/01/17 02:16:06.067
458,C,2019/01/17 02:17:11.253,2019/01/17 02:17:11.253
456,A,2019/01/17 02:18:11.603,2019/01/17 02:18:11.603
446,B,2019/01/17 02:18:45.362,2019/01/17 02:18:45.362
460,F,2019/01/17 02:26:41.328,2019/01/17 02:26:41.328
449,H,2019/01/17 02:31:25.551,2019/01/17 02:31:25.551
454,H,2019/01/17 02:36:33.959,2019/01/17 02:36:33.959
453,E,2019/01/17 02:38:33.046,2019/01/17 02:38:33.046
462,A,2019/01/17 02:40:00.000,2019/01/17 02:40:00.000
455,I,2019/01/17 02:40:42.376,2019/01/17 02:40:42.376
458,A,2019/01/17 02:43:43.167,2019/01/17 02:43:43.167
447,G,2019/01/17 02:44:23.694,2019/01/17 02:44:23.694
451,F,2019/01/17 02:44:33.307,2019/01/17 02:44:33.307
457,G,2019/01/17 02:44:44.435,2019/01/17 02:44:44.435
446,C,2019/01/17 02:46:49.271,2019/01/17 02:46:49.271
