case,activity,timestamp,completeTime,first,second,country
403,H,2019/01/16 12:16:53.281,2019/01/16 12:16:53.281,60,211,Nigeria
419,A,2019/01/16 12:20:00.000,2019/01/16 12:20:00.000,70,141,Honduras
416,C,2019/01/16 12:20:58.522,2019/01/16 12:20:58.522,83,136,Moldova
413,B,2019/01/16 12:21:51.018,2019/01/16 12:21:51.018,237,51,Albania
405,J,2019/01/16 12:24:05.353,2019/01/16 12:24:05.353,190,96,Anguilla
418,B,2019/01/16 12:27:09.801,2019/01/16 12:27:09.801,133,181,Greenland
415,A,2019/01/16 12:27:28.364,2019/01/16 12:27:28.364,217,191,Palestinian Territories
404,N,2019/01/16 12:28:10.279,2019/01/16 12:28:10.279,3,254,Gibraltar
412,C,2019/01/16 12:31:36.542,2019/01/16 12:31:36.542,230,218,Liechtenstein
417,C,2019/01/16 12:33:10.535,2019/01/16 12:33:10.535,52,16,Sri Lanka
409,G,2019/01/16 12:33:57.433,2019/01/16 12:33:57.433,115,28,Sint Maarten
420,A,2019/01/16 12:40:00.000,2019/01/16 12:40:00.000,71,53,Iceland
414,B,2019/01/16 12:46:57.116,2019/01/16 12:46:57.116,33,57,Jordan
419,F,2019/01/16 12:48:45.554,2019/01/16 12:48:45.554,27,10,Venezuela
413,C,2019/01/16 12:52:48.020,2019/01/16 12:52:48.020,109,100,Eritrea
418,C,2019/01/16 12:54:01.169,2019/01/16 12:54:01.169,154,230,Niger
405,L,2019/01/16 12:54:23.641,2019/01/16 12:54:23.641,223,53,Czech Republic
416,A,2019/01/16 12:54:54.613,2019/01/16 12:54:54.613,220,18,Gambia
412,A,2019/01/16 12:59:06.185,2019/01/16 12:59:06.185,198,252,Tajikistan
421,A,2019/01/16 13:00:00.000,2019/01/16 13:00:00.000,14,240,United Arab Emirates
415,F,2019/01/16 13:00:55.979,2019/01/16 13:00:55.979,154,23,Monaco
417,A,2019/01/16 13:02:41.395,2019/01/16 13:02:41.395,96,182,Réunion
409,L,2019/01/16 13:03:28.738,2019/01/16 13:03:28.738,243,221,Niue
420,B,2019/01/16 13:09:36.342,2019/01/16 13:09:36.342,53,183,Vietnam
414,C,2019/01/16 13:13:31.955,2019/01/16 13:13:31.955,8,240,New Caledonia
422,A,2019/01/16 13:20:00.000,2019/01/16 13:20:00.000,155,140,Dominica
419,D,2019/01/16 13:20:37.987,2019/01/16 13:20:37.987,15,151,Grenada
413,A,2019/01/16 13:24:02.854,2019/01/16 13:24:02.854,11,116,Colombia
418,A,2019/01/16 13:24:56.685,2019/01/16 13:24:56.685,166,152,Morocco
405,M,2019/01/16 13:27:20.312,2019/01/16 13:27:20.312,177,99,Russia
412,F,2019/01/16 13:28:43.030,2019/01/16 13:28:43.030,132,82,Canada
415,D,2019/01/16 13:29:55.924,2019/01/16 13:29:55.924,130,203,Turkmenistan
416,B,2019/01/16 13:31:22.774,2019/01/16 13:31:22.774,96,48,Libya
409,M,2019/01/16 13:33:18.213,2019/01/16 13:33:18.213,37,52,Poland
421,B,2019/01/16 13:34:48.392,2019/01/16 13:34:48.392,101,163,Djibouti
417,B,2019/01/16 13:37:59.169,2019/01/16 13:37:59.169,163,3,Israel
423,A,2019/01/16 13:40:00.000,2019/01/16 13:40:00.000,46,156,Uganda
420,C,2019/01/16 13:40:31.113,2019/01/16 13:40:31.113,112,118,Cook Islands
414,A,2019/01/16 13:44:49.534,2019/01/16 13:44:49.534,210,10,Slovakia
422,B,2019/01/16 13:47:41.396,2019/01/16 13:47:41.396,74,86,Sint Maarten
419,E,2019/01/16 13:50:58.256,2019/01/16 13:50:58.256,87,179,Jersey
418,F,2019/01/16 13:54:28.703,2019/01/16 13:54:28.703,73,223,Tunisia
405,N,2019/01/16 13:55:56.975,2019/01/16 13:55:56.975,80,155,São Tomé and Príncipe
413,F,2019/01/16 13:57:13.915,2019/01/16 13:57:13.915,103,199,Macedonia
412,D,2019/01/16 13:57:52.822,2019/01/16 13:57:52.822,236,96,Malta
416,C,2019/01/16 13:59:06.070,2019/01/16 13:59:06.070,43,109,Niue
424,A,2019/01/16 14:00:00.000,2019/01/16 14:00:00.000,112,235,Bolivia
415,E,2019/01/16 14:00:50.741,2019/01/16 14:00:50.741,224,9,Philippines
409,N,2019/01/16 14:03:59.186,2019/01/16 14:03:59.186,194,84,Saudi Arabia
421,C,2019/01/16 14:05:47.877,2019/01/16 14:05:47.877,103,6,Tristan da Cunha
417,C,2019/01/16 14:08:47.058,2019/01/16 14:08:47.058,212,160,Cameroon
423,F,2019/01/16 14:08:47.378,2019/01/16 14:08:47.378,196,212,Tanzania
420,A,2019/01/16 14:09:41.255,2019/01/16 14:09:41.255,181,8,Martinique
414,F,2019/01/16 14:13:33.985,2019/01/16 14:13:33.985,45,64,Isle of Man
413,D,2019/01/16 14:19:54.956,2019/01/16 14:19:54.956,64,203,Georgia
425,A,2019/01/16 14:20:00.000,2019/01/16 14:20:00.000,77,131,Congo - Brazzaville
422,C,2019/01/16 14:21:38.864,2019/01/16 14:21:38.864,90,45,Kyrgyzstan
419,G,2019/01/16 14:21:53.994,2019/01/16 14:21:53.994,178,20,Martinique
418,D,2019/01/16 14:22:59.904,2019/01/16 14:22:59.904,13,241,St. Helena
424,B,2019/01/16 14:26:47.548,2019/01/16 14:26:47.548,75,231,Mauritius
415,G,2019/01/16 14:27:44.918,2019/01/16 14:27:44.918,74,253,Swaziland
416,A,2019/01/16 14:30:29.133,2019/01/16 14:30:29.133,178,248,Chad
412,E,2019/01/16 14:32:25.968,2019/01/16 14:32:25.968,126,199,Liechtenstein
423,D,2019/01/16 14:36:00.721,2019/01/16 14:36:00.721,89,123,Western Sahara
417,A,2019/01/16 14:36:08.030,2019/01/16 14:36:08.030,81,183,New Zealand
421,A,2019/01/16 14:36:14.477,2019/01/16 14:36:14.477,184,248,Macedonia
414,D,2019/01/16 14:37:08.000,2019/01/16 14:37:08.000,254,51,Antigua & Barbuda
420,F,2019/01/16 14:39:00.302,2019/01/16 14:39:00.302,95,71,Kuwait
425,F,2019/01/16 14:46:20.589,2019/01/16 14:46:20.589,135,211,Honduras
418,E,2019/01/16 14:49:17.992,2019/01/16 14:49:17.992,128,15,British Indian Ocean Territory
422,A,2019/01/16 14:49:33.625,2019/01/16 14:49:33.625,56,51,Northern Mariana Islands
413,E,2019/01/16 14:50:46.964,2019/01/16 14:50:46.964,187,226,Denmark
419,H,2019/01/16 14:51:20.181,2019/01/16 14:51:20.181,124,149,Lithuania
416,F,2019/01/16 14:55:21.475,2019/01/16 14:55:21.475,59,220,Cook Islands
424,C,2019/01/16 14:57:42.453,2019/01/16 14:57:42.453,43,137,Sierra Leone
415,K,2019/01/16 14:59:45.261,2019/01/16 14:59:45.261,84,194,Kosovo
427,A,2019/01/16 15:00:00.000,2019/01/16 15:00:00.000,179,3,Tonga
412,G,2019/01/16 15:01:55.695,2019/01/16 15:01:55.695,186,191,Portugal
421,B,2019/01/16 15:07:21.771,2019/01/16 15:07:21.771,202,154,Macedonia
420,D,2019/01/16 15:07:44.280,2019/01/16 15:07:44.280,47,250,United Arab Emirates
417,B,2019/01/16 15:10:03.075,2019/01/16 15:10:03.075,159,72,Turks & Caicos Islands
425,D,2019/01/16 15:10:33.123,2019/01/16 15:10:33.123,58,83,Tajikistan
423,E,2019/01/16 15:11:05.214,2019/01/16 15:11:05.214,95,146,Guam
414,E,2019/01/16 15:12:02.776,2019/01/16 15:12:02.776,72,169,Western Sahara
418,G,2019/01/16 15:14:53.239,2019/01/16 15:14:53.239,52,153,Grenada
428,A,2019/01/16 15:20:00.000,2019/01/16 15:20:00.000,45,138,French Southern Territories
413,G,2019/01/16 15:20:26.902,2019/01/16 15:20:26.902,138,161,Tunisia
416,D,2019/01/16 15:25:55.180,2019/01/16 15:25:55.180,232,38,Georgia
422,B,2019/01/16 15:26:15.290,2019/01/16 15:26:15.290,106,168,South Georgia & South Sandwich Islands
427,B,2019/01/16 15:27:45.038,2019/01/16 15:27:45.038,233,212,Slovakia
424,A,2019/01/16 15:30:01.192,2019/01/16 15:30:01.192,211,62,Diego Garcia
412,H,2019/01/16 15:31:52.240,2019/01/16 15:31:52.240,236,18,Macau SAR China
415,M,2019/01/16 15:32:21.410,2019/01/16 15:32:21.410,78,69,Lesotho
425,E,2019/01/16 15:32:26.767,2019/01/16 15:32:26.767,72,248,Gambia
420,E,2019/01/16 15:35:37.717,2019/01/16 15:35:37.717,201,183,U.S. Virgin Islands
423,G,2019/01/16 15:38:35.315,2019/01/16 15:38:35.315,119,52,Russia
417,C,2019/01/16 15:39:31.472,2019/01/16 15:39:31.472,198,189,Albania
429,A,2019/01/16 15:40:00.000,2019/01/16 15:40:00.000,173,127,Kiribati
421,C,2019/01/16 15:41:12.168,2019/01/16 15:41:12.168,78,33,Canada
414,G,2019/01/16 15:42:09.519,2019/01/16 15:42:09.519,158,35,Sri Lanka
418,L,2019/01/16 15:44:06.045,2019/01/16 15:44:06.045,149,128,Anguilla
428,B,2019/01/16 15:47:02.641,2019/01/16 15:47:02.641,17,6,Greenland
413,K,2019/01/16 15:48:51.941,2019/01/16 15:48:51.941,34,91,Equatorial Guinea
422,C,2019/01/16 15:53:20.477,2019/01/16 15:53:20.477,210,69,Morocco
416,E,2019/01/16 15:58:41.265,2019/01/16 15:58:41.265,144,213,Rwanda
424,F,2019/01/16 15:59:27.475,2019/01/16 15:59:27.475,211,121,Tunisia
430,A,2019/01/16 16:00:00.000,2019/01/16 16:00:00.000,21,250,Laos
415,O,2019/01/16 16:01:44.945,2019/01/16 16:01:44.945,237,254,Liechtenstein
427,C,2019/01/16 16:05:04.337,2019/01/16 16:05:04.337,225,85,Paraguay
420,G,2019/01/16 16:05:59.796,2019/01/16 16:05:59.796,233,122,Burundi
425,G,2019/01/16 16:06:05.212,2019/01/16 16:06:05.212,72,66,Anguilla
421,A,2019/01/16 16:10:46.732,2019/01/16 16:10:46.732,20,186,Laos
418,M,2019/01/16 16:11:54.664,2019/01/16 16:11:54.664,96,30,Myanmar (Burma)
429,F,2019/01/16 16:14:37.299,2019/01/16 16:14:37.299,64,216,Solomon Islands
428,C,2019/01/16 16:15:57.505,2019/01/16 16:15:57.505,24,199,Bermuda
414,H,2019/01/16 16:16:07.779,2019/01/16 16:16:07.779,197,3,Peru
431,A,2019/01/16 16:20:00.000,2019/01/16 16:20:00.000,200,122,Kenya
413,M,2019/01/16 16:20:28.038,2019/01/16 16:20:28.038,158,209,British Virgin Islands
422,A,2019/01/16 16:20:51.792,2019/01/16 16:20:51.792,45,185,Guadeloupe
424,D,2019/01/16 16:28:50.443,2019/01/16 16:28:50.443,207,79,Monaco
430,B,2019/01/16 16:29:47.320,2019/01/16 16:29:47.320,230,93,Samoa
416,G,2019/01/16 16:30:43.345,2019/01/16 16:30:43.345,174,80,Andorra
420,H,2019/01/16 16:33:00.106,2019/01/16 16:33:00.106,38,175,Burundi
425,H,2019/01/16 16:34:53.682,2019/01/16 16:34:53.682,208,76,Monaco
427,A,2019/01/16 16:37:29.071,2019/01/16 16:37:29.071,120,166,Svalbard & Jan Mayen
418,O,2019/01/16 16:39:36.804,2019/01/16 16:39:36.804,82,243,Lithuania
432,A,2019/01/16 16:40:00.000,2019/01/16 16:40:00.000,194,72,Nigeria
421,F,2019/01/16 16:42:18.439,2019/01/16 16:42:18.439,224,114,Dominican Republic
426,G,2019/01/16 16:43:39.487,2019/01/16 16:43:39.487,201,71,Nicaragua
429,D,2019/01/16 16:44:05.985,2019/01/16 16:44:05.985,133,70,Singapore
422,B,2019/01/16 16:47:30.278,2019/01/16 16:47:30.278,184,162,Guinea
431,F,2019/01/16 16:49:17.898,2019/01/16 16:49:17.898,168,42,Spain
428,A,2019/01/16 16:50:35.366,2019/01/16 16:50:35.366,120,140,Puerto Rico
413,O,2019/01/16 16:52:06.509,2019/01/16 16:52:06.509,65,127,Dominica
424,E,2019/01/16 16:55:01.774,2019/01/16 16:55:01.774,40,251,Tajikistan
430,C,2019/01/16 16:58:35.656,2019/01/16 16:58:35.656,75,103,China
433,A,2019/01/16 17:00:00.000,2019/01/16 17:00:00.000,58,157,Maldives
416,K,2019/01/16 17:04:41.396,2019/01/16 17:04:41.396,153,228,South Africa
432,F,2019/01/16 17:08:01.728,2019/01/16 17:08:01.728,97,70,Burkina Faso
429,E,2019/01/16 17:11:38.284,2019/01/16 17:11:38.284,102,219,Kosovo
426,L,2019/01/16 17:13:15.993,2019/01/16 17:13:15.993,108,98,Bahamas
427,F,2019/01/16 17:14:28.374,2019/01/16 17:14:28.374,136,1,Ireland
422,C,2019/01/16 17:15:56.622,2019/01/16 17:15:56.622,198,35,Guernsey
421,D,2019/01/16 17:17:52.783,2019/01/16 17:17:52.783,154,119,Kenya
434,A,2019/01/16 17:20:00.000,2019/01/16 17:20:00.000,60,40,Bosnia & Herzegovina
431,D,2019/01/16 17:21:03.264,2019/01/16 17:21:03.264,198,218,Guernsey
424,G,2019/01/16 17:22:45.467,2019/01/16 17:22:45.467,113,126,Azerbaijan
428,F,2019/01/16 17:22:48.064,2019/01/16 17:22:48.064,245,98,Andorra
430,A,2019/01/16 17:25:46.341,2019/01/16 17:25:46.341,47,130,Poland
433,F,2019/01/16 17:34:00.286,2019/01/16 17:34:00.286,81,91,Sweden
416,M,2019/01/16 17:35:07.334,2019/01/16 17:35:07.334,116,247,Tonga
432,D,2019/01/16 17:38:46.013,2019/01/16 17:38:46.013,186,132,Trinidad & Tobago
435,A,2019/01/16 17:40:00.000,2019/01/16 17:40:00.000,139,208,Somalia
429,G,2019/01/16 17:40:37.158,2019/01/16 17:40:37.158,52,189,Trinidad & Tobago
426,M,2019/01/16 17:45:45.630,2019/01/16 17:45:45.630,76,196,Guatemala
421,E,2019/01/16 17:45:52.885,2019/01/16 17:45:52.885,215,87,St. Lucia
427,D,2019/01/16 17:48:03.797,2019/01/16 17:48:03.797,85,31,Greenland
422,A,2019/01/16 17:48:39.867,2019/01/16 17:48:39.867,6,93,Romania
434,B,2019/01/16 17:50:51.295,2019/01/16 17:50:51.295,166,62,Saudi Arabia
431,E,2019/01/16 17:50:57.813,2019/01/16 17:50:57.813,71,125,Côte d'Ivoire
424,I,2019/01/16 17:51:32.945,2019/01/16 17:51:32.945,133,127,Anguilla
428,D,2019/01/16 17:52:47.123,2019/01/16 17:52:47.123,87,164,Rwanda
430,B,2019/01/16 17:59:50.339,2019/01/16 17:59:50.339,186,230,Algeria
436,A,2019/01/16 18:00:00.000,2019/01/16 18:00:00.000,184,145,Tanzania
433,D,2019/01/16 18:00:03.097,2019/01/16 18:00:03.097,246,129,Finland
416,N,2019/01/16 18:06:13.884,2019/01/16 18:06:13.884,108,71,Togo
432,E,2019/01/16 18:07:52.753,2019/01/16 18:07:52.753,75,90,Thailand
435,B,2019/01/16 18:10:27.040,2019/01/16 18:10:27.040,96,4,Caribbean Netherlands
429,I,2019/01/16 18:13:09.234,2019/01/16 18:13:09.234,76,55,Tristan da Cunha
421,G,2019/01/16 18:14:01.849,2019/01/16 18:14:01.849,251,16,Kyrgyzstan
424,J,2019/01/16 18:17:05.615,2019/01/16 18:17:05.615,40,113,Serbia
426,O,2019/01/16 18:17:59.569,2019/01/16 18:17:59.569,227,10,Turkey
428,E,2019/01/16 18:18:19.820,2019/01/16 18:18:19.820,252,122,Guatemala
422,B,2019/01/16 18:19:39.030,2019/01/16 18:19:39.030,50,9,Canary Islands
427,E,2019/01/16 18:19:41.940,2019/01/16 18:19:41.940,193,49,Ghana
437,A,2019/01/16 18:20:00.000,2019/01/16 18:20:00.000,17,105,Maldives
431,G,2019/01/16 18:22:02.840,2019/01/16 18:22:02.840,73,35,French Polynesia
434,C,2019/01/16 18:22:40.104,2019/01/16 18:22:40.104,27,172,Solomon Islands
430,C,2019/01/16 18:24:55.778,2019/01/16 18:24:55.778,123,104,French Guiana
433,E,2019/01/16 18:29:10.297,2019/01/16 18:29:10.297,57,3,Egypt
436,B,2019/01/16 18:30:33.336,2019/01/16 18:30:33.336,187,41,Macau SAR China
432,G,2019/01/16 18:39:43.057,2019/01/16 18:39:43.057,13,14,Puerto Rico
438,A,2019/01/16 18:40:00.000,2019/01/16 18:40:00.000,118,182,Côte d'Ivoire
435,C,2019/01/16 18:40:20.471,2019/01/16 18:40:20.471,235,56,Namibia
429,J,2019/01/16 18:41:57.724,2019/01/16 18:41:57.724,96,31,St. Barthélemy
421,H,2019/01/16 18:45:39.216,2019/01/16 18:45:39.216,240,124,Guinea-Bissau
424,L,2019/01/16 18:46:23.203,2019/01/16 18:46:23.203,224,69,Albania
428,G,2019/01/16 18:47:46.643,2019/01/16 18:47:46.643,76,182,South Africa
427,G,2019/01/16 18:48:50.895,2019/01/16 18:48:50.895,9,112,Panama
422,C,2019/01/16 18:50:13.891,2019/01/16 18:50:13.891,8,1,Gambia
434,A,2019/01/16 18:50:14.569,2019/01/16 18:50:14.569,117,67,Ireland
437,F,2019/01/16 18:53:22.996,2019/01/16 18:53:22.996,84,211,Iran
431,K,2019/01/16 18:55:00.617,2019/01/16 18:55:00.617,96,165,Swaziland
436,C,2019/01/16 18:57:20.748,2019/01/16 18:57:20.748,93,0,Trinidad & Tobago
439,A,2019/01/16 19:00:00.000,2019/01/16 19:00:00.000,72,25,Nicaragua
430,A,2019/01/16 19:02:03.621,2019/01/16 19:02:03.621,58,74,Iraq
433,G,2019/01/16 19:03:50.517,2019/01/16 19:03:50.517,167,182,Cuba
429,K,2019/01/16 19:08:56.207,2019/01/16 19:08:56.207,57,183,Cayman Islands
438,B,2019/01/16 19:10:04.922,2019/01/16 19:10:04.922,68,238,Lebanon
432,I,2019/01/16 19:11:36.805,2019/01/16 19:11:36.805,186,111,Taiwan
435,A,2019/01/16 19:12:55.970,2019/01/16 19:12:55.970,47,211,Antigua & Barbuda
428,K,2019/01/16 19:15:40.710,2019/01/16 19:15:40.710,161,16,Iceland
424,M,2019/01/16 19:17:14.937,2019/01/16 19:17:14.937,186,100,Jordan
427,H,2019/01/16 19:17:40.567,2019/01/16 19:17:40.567,181,30,Cuba
440,A,2019/01/16 19:20:00.000,2019/01/16 19:20:00.000,61,19,Turkey
422,A,2019/01/16 19:20:12.034,2019/01/16 19:20:12.034,226,12,São Tomé and Príncipe
434,B,2019/01/16 19:23:47.307,2019/01/16 19:23:47.307,218,203,South Africa
436,A,2019/01/16 19:24:36.022,2019/01/16 19:24:36.022,199,13,India
437,D,2019/01/16 19:26:38.597,2019/01/16 19:26:38.597,99,74,El Salvador
439,F,2019/01/16 19:26:48.019,2019/01/16 19:26:48.019,26,73,Vietnam
431,M,2019/01/16 19:27:17.336,2019/01/16 19:27:17.336,48,167,Sint Maarten
430,B,2019/01/16 19:31:49.499,2019/01/16 19:31:49.499,186,92,Åland Islands
433,H,2019/01/16 19:35:13.124,2019/01/16 19:35:13.124,45,114,Madagascar
435,F,2019/01/16 19:35:38.870,2019/01/16 19:35:38.870,28,197,United States
432,J,2019/01/16 19:38:16.061,2019/01/16 19:38:16.061,34,93,Peru
441,A,2019/01/16 19:40:00.000,2019/01/16 19:40:00.000,15,166,Zimbabwe
438,C,2019/01/16 19:41:03.977,2019/01/16 19:41:03.977,51,40,Western Sahara
429,M,2019/01/16 19:42:56.103,2019/01/16 19:42:56.103,208,252,Nauru
422,F,2019/01/16 19:45:39.861,2019/01/16 19:45:39.861,216,98,Paraguay
428,M,2019/01/16 19:47:39.066,2019/01/16 19:47:39.066,220,124,Latvia
424,N,2019/01/16 19:49:46.624,2019/01/16 19:49:46.624,62,93,Togo
440,B,2019/01/16 19:50:55.030,2019/01/16 19:50:55.030,255,253,Greenland
437,E,2019/01/16 19:54:05.910,2019/01/16 19:54:05.910,172,72,South Georgia & South Sandwich Islands
436,F,2019/01/16 19:56:05.722,2019/01/16 19:56:05.722,160,40,Portugal
434,C,2019/01/16 19:56:36.937,2019/01/16 19:56:36.937,203,126,Liberia
439,D,2019/01/16 19:58:44.422,2019/01/16 19:58:44.422,151,55,Argentina
431,O,2019/01/16 20:00:45.208,2019/01/16 20:00:45.208,99,72,U.S. Virgin Islands
430,C,2019/01/16 20:02:32.066,2019/01/16 20:02:32.066,53,118,Portugal
441,F,2019/01/16 20:03:11.360,2019/01/16 20:03:11.360,251,147,Russia
435,D,2019/01/16 20:07:47.940,2019/01/16 20:07:47.940,207,179,Kosovo
432,L,2019/01/16 20:09:36.786,2019/01/16 20:09:36.786,233,66,Egypt
429,O,2019/01/16 20:10:21.356,2019/01/16 20:10:21.356,192,143,Kyrgyzstan
422,D,2019/01/16 20:14:37.195,2019/01/16 20:14:37.195,153,141,Madagascar
438,A,2019/01/16 20:16:04.381,2019/01/16 20:16:04.381,13,42,Liberia
428,O,2019/01/16 20:19:07.364,2019/01/16 20:19:07.364,172,192,Saudi Arabia
443,A,2019/01/16 20:20:00.000,2019/01/16 20:20:00.000,212,20,Falkland Islands
440,C,2019/01/16 20:21:25.562,2019/01/16 20:21:25.562,183,194,Egypt
436,D,2019/01/16 20:23:38.819,2019/01/16 20:23:38.819,140,106,Angola
434,A,2019/01/16 20:23:58.737,2019/01/16 20:23:58.737,45,26,Åland Islands
437,G,2019/01/16 20:26:28.174,2019/01/16 20:26:28.174,172,52,Guadeloupe
439,E,2019/01/16 20:31:30.820,2019/01/16 20:31:30.820,187,130,Faroe Islands
435,E,2019/01/16 20:33:05.830,2019/01/16 20:33:05.830,189,35,Sweden
430,A,2019/01/16 20:33:36.081,2019/01/16 20:33:36.081,234,140,Turkmenistan
441,D,2019/01/16 20:34:22.848,2019/01/16 20:34:22.848,91,86,Vietnam
432,M,2019/01/16 20:38:27.082,2019/01/16 20:38:27.082,120,28,Bolivia
444,A,2019/01/16 20:40:00.000,2019/01/16 20:40:00.000,171,148,Central African Republic
422,E,2019/01/16 20:41:58.321,2019/01/16 20:41:58.321,198,103,Dominica
440,A,2019/01/16 20:45:19.299,2019/01/16 20:45:19.299,142,52,Kenya
436,E,2019/01/16 20:47:58.200,2019/01/16 20:47:58.200,38,57,Bahrain
434,B,2019/01/16 20:48:02.697,2019/01/16 20:48:02.697,213,50,Kuwait
438,F,2019/01/16 20:48:28.878,2019/01/16 20:48:28.878,46,230,Swaziland
443,B,2019/01/16 20:51:59.871,2019/01/16 20:51:59.871,206,54,Kosovo
430,B,2019/01/16 20:59:32.092,2019/01/16 20:59:32.092,184,218,United Kingdom
445,A,2019/01/16 21:00:00.000,2019/01/16 21:00:00.000,224,234,Tunisia
439,G,2019/01/16 21:01:51.403,2019/01/16 21:01:51.403,221,216,Suriname
441,E,2019/01/16 21:03:41.978,2019/01/16 21:03:41.978,169,205,Lesotho
435,G,2019/01/16 21:07:49.433,2019/01/16 21:07:49.433,108,41,Malta
422,G,2019/01/16 21:11:20.622,2019/01/16 21:11:20.622,231,230,Sudan
444,F,2019/01/16 21:12:03.871,2019/01/16 21:12:03.871,246,75,Syria
434,C,2019/01/16 21:13:32.726,2019/01/16 21:13:32.726,148,237,Moldova
432,O,2019/01/16 21:14:20.375,2019/01/16 21:14:20.375,200,228,Brunei
440,B,2019/01/16 21:14:28.757,2019/01/16 21:14:28.757,188,196,Macau SAR China
436,G,2019/01/16 21:19:48.018,2019/01/16 21:19:48.018,131,24,Norway
446,A,2019/01/16 21:20:00.000,2019/01/16 21:20:00.000,103,49,Tajikistan
438,D,2019/01/16 21:21:28.511,2019/01/16 21:21:28.511,248,98,Iraq
443,C,2019/01/16 21:21:51.422,2019/01/16 21:21:51.422,99,209,Guyana
430,C,2019/01/16 21:26:30.813,2019/01/16 21:26:30.813,154,89,Norway
445,B,2019/01/16 21:30:54.524,2019/01/16 21:30:54.524,141,190,Singapore
439,L,2019/01/16 21:34:57.042,2019/01/16 21:34:57.042,64,248,Jamaica
441,G,2019/01/16 21:38:07.182,2019/01/16 21:38:07.182,171,16,Burundi
447,A,2019/01/16 21:40:00.000,2019/01/16 21:40:00.000,18,155,Eritrea
422,H,2019/01/16 21:40:58.874,2019/01/16 21:40:58.874,31,58,Gabon
440,C,2019/01/16 21:42:05.213,2019/01/16 21:42:05.213,201,106,Curaçao
443,A,2019/01/16 21:42:51.706,2019/01/16 21:42:51.706,178,222,Ireland
434,A,2019/01/16 21:43:39.489,2019/01/16 21:43:39.489,255,106,Grenada
435,H,2019/01/16 21:45:06.670,2019/01/16 21:45:06.670,216,107,Haiti
446,B,2019/01/16 21:49:02.391,2019/01/16 21:49:02.391,206,180,Australia
444,D,2019/01/16 21:50:46.704,2019/01/16 21:50:46.704,232,134,Peru
438,E,2019/01/16 21:52:05.339,2019/01/16 21:52:05.339,61,0,Bhutan
436,I,2019/01/16 21:53:25.435,2019/01/16 21:53:25.435,118,94,Slovenia
430,A,2019/01/16 21:56:56.581,2019/01/16 21:56:56.581,97,84,Egypt
442,F,2019/01/16 21:58:12.651,2019/01/16 21:58:12.651,180,144,Northern Mariana Islands
448,A,2019/01/16 22:00:00.000,2019/01/16 22:00:00.000,35,55,Portugal
445,C,2019/01/16 22:02:28.889,2019/01/16 22:02:28.889,186,51,Indonesia
439,M,2019/01/16 22:06:48.345,2019/01/16 22:06:48.345,156,89,Central African Republic
441,L,2019/01/16 22:08:19.325,2019/01/16 22:08:19.325,68,112,Luxembourg
447,B,2019/01/16 22:09:19.077,2019/01/16 22:09:19.077,85,130,Kuwait
434,B,2019/01/16 22:11:34.482,2019/01/16 22:11:34.482,87,213,United Arab Emirates
443,F,2019/01/16 22:14:23.928,2019/01/16 22:14:23.928,216,2,Montenegro
440,A,2019/01/16 22:15:03.780,2019/01/16 22:15:03.780,10,246,Syria
444,E,2019/01/16 22:17:09.624,2019/01/16 22:17:09.624,94,230,Indonesia
438,G,2019/01/16 22:18:37.461,2019/01/16 22:18:37.461,14,219,Morocco
446,C,2019/01/16 22:19:06.646,2019/01/16 22:19:06.646,82,181,Kuwait
436,J,2019/01/16 22:22:35.433,2019/01/16 22:22:35.433,224,60,Macau SAR China
430,F,2019/01/16 22:25:48.089,2019/01/16 22:25:48.089,177,208,Tuvalu
442,D,2019/01/16 22:28:34.392,2019/01/16 22:28:34.392,168,129,Côte d'Ivoire
445,A,2019/01/16 22:30:27.928,2019/01/16 22:30:27.928,195,136,Palau
448,B,2019/01/16 22:33:06.428,2019/01/16 22:33:06.428,10,165,Barbados
441,M,2019/01/16 22:35:35.015,2019/01/16 22:35:35.015,38,14,French Polynesia
439,O,2019/01/16 22:35:44.139,2019/01/16 22:35:44.139,240,163,Malawi
447,C,2019/01/16 22:38:17.557,2019/01/16 22:38:17.557,104,250,Cameroon
450,A,2019/01/16 22:40:00.000,2019/01/16 22:40:00.000,145,165,St. Martin
444,G,2019/01/16 22:42:40.274,2019/01/16 22:42:40.274,134,221,Nauru
440,B,2019/01/16 22:42:55.033,2019/01/16 22:42:55.033,56,13,Palestinian Territories
438,L,2019/01/16 22:43:52.198,2019/01/16 22:43:52.198,202,57,Tunisia
434,C,2019/01/16 22:44:40.155,2019/01/16 22:44:40.155,49,218,Azerbaijan
443,D,2019/01/16 22:45:33.461,2019/01/16 22:45:33.461,243,113,New Caledonia
446,A,2019/01/16 22:46:14.170,2019/01/16 22:46:14.170,35,198,Malta
436,K,2019/01/16 22:54:16.043,2019/01/16 22:54:16.043,211,70,Greece
442,E,2019/01/16 22:56:33.453,2019/01/16 22:56:33.453,59,46,Andorra
430,D,2019/01/16 22:57:09.135,2019/01/16 22:57:09.135,107,71,Réunion
451,A,2019/01/16 23:00:00.000,2019/01/16 23:00:00.000,119,98,French Southern Territories
441,O,2019/01/16 23:03:18.321,2019/01/16 23:03:18.321,196,121,Bahamas
448,C,2019/01/16 23:03:37.724,2019/01/16 23:03:37.724,188,139,Cambodia
445,F,2019/01/16 23:04:02.724,2019/01/16 23:04:02.724,4,246,Ethiopia
