case,activity,timestamp
Case 23587,Process Creation,2011/04/13 12:00:40.000
Case 16153,EngSupplierDesign Lead,2011/04/13 12:00:43.000
Case 23587,EngSupplierDesign Lead,2011/04/13 12:00:43.000
Case 16153,WP Lead,2011/04/13 12:00:45.000
Case 18764,WP Lead,2011/04/13 12:00:45.000
Case 19055,WP Lead,2011/04/13 12:00:45.000
Case 23587,WP Lead,2011/04/13 12:00:45.000
Case 18563,Stress WP Lead,2011/04/13 12:00:46.000
Case 1046,Stress WP Lead,2011/04/13 12:00:47.000
Case 19055,Stress WP Lead,2011/04/13 12:00:47.000
Case 23587,Stress WP Lead,2011/04/13 12:00:47.000
Case 16153,Stress WP Lead,2011/04/13 12:00:48.000
Case 18764,Stress WP Lead,2011/04/13 12:00:48.000
Case 537,Stress WP Lead,2011/04/13 12:00:49.000
Case 19880,Stress WP Lead,2011/04/13 12:00:49.000
Case 13508,EngSupplierDesign Lead,2011/04/13 12:00:52.000
Case 20871,EngSupplierDesign Lead,2011/04/13 12:00:52.000
Case 13508,WP Lead,2011/04/13 12:00:54.000
Case 20871,WP Lead,2011/04/13 12:00:54.000
Case 13508,Stress WP Lead,2011/04/13 12:00:55.000
Case 20871,Stress WP Lead,2011/04/13 12:00:55.000
Case 9344,Stress WP Lead,2011/04/13 12:00:56.000
Case 11277,Process Creation,2011/04/13 14:00:03.000
Case 11277,EngSupplierDesign Lead,2011/04/13 14:00:04.000
Case 13989,WP Lead,2011/04/13 14:00:33.000
Case 14126,Process Creation,2011/04/13 14:00:34.000
Case 14126,EngSupplierDesign Lead,2011/04/13 14:00:35.000
Case 22433,WP Lead,2011/04/13 14:00:58.000
Case 12377,EngSupplierDesign Lead,2011/04/13 15:00:28.000
Case 3103,CRA,2011/04/13 15:00:29.000
Case 6364,CRA,2011/04/13 15:00:29.000
Case 6426,CRA,2011/04/13 15:00:29.000
Case 8464,CRA,2011/04/13 15:00:29.000
Case 9029,CRA,2011/04/13 15:00:29.000
Case 19859,CRA,2011/04/13 15:00:29.000
Case 21652,CRA,2011/04/13 15:00:29.000
Case 5714,CRA,2011/04/13 15:00:30.000
Case 10839,Design Lead,2011/04/13 15:00:30.000
Case 14556,CRA,2011/04/13 15:00:30.000
Case 21579,CRA,2011/04/13 15:00:30.000
Case 22126,CRA,2011/04/13 15:00:30.000
Case 11211,Design Lead,2011/04/13 15:00:31.000
Case 15141,CRA,2011/04/13 15:00:31.000
Case 11248,Design Lead,2011/04/13 15:00:32.000
Case 6292,Design Lead,2011/04/13 15:00:33.000
Case 19932,Design Lead,2011/04/13 15:00:33.000
Case 15442,Design Lead,2011/04/13 15:00:34.000
Case 22079,Design Lead,2011/04/13 15:00:36.000
Case 9304,Design Lead,2011/04/13 15:00:37.000
Case 16553,Design Lead,2011/04/13 15:00:38.000
Case 22126,Weight,2011/04/13 15:00:40.000
Case 9029,Weight,2011/04/13 15:00:41.000
Case 6364,Weight,2011/04/13 15:00:44.000
Case 6426,Weight,2011/04/13 15:00:45.000
Case 8464,Weight,2011/04/13 15:00:45.000
Case 3103,Weight,2011/04/13 15:00:46.000
Case 19859,Weight,2011/04/13 15:00:49.000
Case 16091,Design Lead,2011/04/13 15:00:50.000
Case 15141,Weight,2011/04/13 15:00:54.000
Case 14556,Weight,2011/04/13 15:00:55.000
Case 24810,Stress,2011/04/13 16:00:05.000
Case 14556,Stress,2011/04/13 16:00:06.000
Case 15141,Stress,2011/04/13 16:00:06.000
Case 12377,Stress WP Lead,2011/04/13 16:00:22.000
Case 14556,M_P,2011/04/13 16:00:28.000
Case 15141,ME Fabrication Checker,2011/04/13 16:00:29.000
Case 24810,ME Fabrication Checker,2011/04/13 16:00:29.000
Case 15141,M_P,2011/04/13 16:00:33.000
Case 5714,M_P,2011/04/13 16:00:35.000
Case 21579,M_P,2011/04/13 16:00:38.000
Case 22126,M_P,2011/04/13 16:00:41.000
Case 9029,M_P,2011/04/13 16:00:43.000
Case 6364,M_P,2011/04/13 16:00:50.000
Case 19159,Process Creation,2011/04/13 16:00:50.000
Case 19159,EngSupplierDesign Lead,2011/04/13 16:00:51.000
Case 6364,ME Fabrication Checker,2011/04/13 16:00:58.000
Case 9029,ME Fabrication Checker,2011/04/13 16:00:58.000
Case 19859,ME Fabrication Checker,2011/04/13 16:00:58.000
Case 22126,ME Fabrication Checker,2011/04/13 16:00:58.000
Case 3103,ME Fabrication Checker,2011/04/13 16:00:59.000
Case 6426,ME Fabrication Checker,2011/04/13 16:00:59.000
Case 8464,ME Fabrication Checker,2011/04/13 16:00:59.000
Case 8464,M_P,2011/04/13 17:00:00.000
Case 19859,M_P,2011/04/13 17:00:01.000
Case 3103,M_P,2011/04/13 17:00:03.000
Case 6426,M_P,2011/04/13 17:00:04.000
Case 19159,WP Lead,2011/04/13 17:00:04.000
Case 24810,Design Lead,2011/04/13 17:00:05.000
Case 537,CRA,2011/04/13 17:00:23.000
Case 19880,CRA,2011/04/13 17:00:23.000
Case 1046,CRA,2011/04/13 17:00:24.000
Case 13508,CRA,2011/04/13 17:00:24.000
Case 16153,CRA,2011/04/13 17:00:24.000
Case 18563,CRA,2011/04/13 17:00:24.000
Case 18764,CRA,2011/04/13 17:00:24.000
Case 19055,CRA,2011/04/13 17:00:24.000
Case 20871,CRA,2011/04/13 17:00:24.000
Case 23587,CRA,2011/04/13 17:00:24.000
Case 1206,CRA,2011/04/13 17:00:25.000
Case 1848,CRA,2011/04/13 17:00:25.000
Case 4050,CRA,2011/04/13 17:00:25.000
Case 4537,CRA,2011/04/13 17:00:25.000
Case 8165,CRA,2011/04/13 17:00:25.000
Case 16295,CRA,2011/04/13 17:00:25.000
Case 17213,CRA,2011/04/13 17:00:25.000
Case 18338,CRA,2011/04/13 17:00:25.000
Case 20098,CRA,2011/04/13 17:00:25.000
Case 1742,CRA,2011/04/13 17:00:26.000
Case 3210,CRA,2011/04/13 17:00:26.000
Case 3461,CRA,2011/04/13 17:00:26.000
Case 8977,CRA,2011/04/13 17:00:26.000
Case 9344,CRA,2011/04/13 17:00:26.000
Case 18932,CRA,2011/04/13 17:00:26.000
Case 22461,CRA,2011/04/13 17:00:26.000
Case 8711,Process Creation,2011/04/13 17:00:47.000
Case 8711,EngSupplierDesign Lead,2011/04/13 17:00:48.000
Case 19479,Process Creation,2011/04/13 18:00:04.000
Case 17195,Stress,2011/04/13 18:00:06.000
Case 19053,Stress,2011/04/13 18:00:06.000
Case 13897,Stress,2011/04/13 18:00:07.000
Case 19840,Stress,2011/04/13 18:00:07.000
Case 16796,Stress,2011/04/13 18:00:08.000
Case 5947,Stress,2011/04/13 18:00:09.000
Case 10009,Stress,2011/04/13 18:00:09.000
Case 14862,Stress,2011/04/13 18:00:09.000
Case 1046,Stress,2011/04/13 18:00:10.000
Case 18563,Stress,2011/04/13 18:00:10.000
Case 23587,Stress,2011/04/13 18:00:10.000
Case 3103,Stress,2011/04/13 18:00:11.000
Case 6426,Stress,2011/04/13 18:00:11.000
Case 16153,Stress,2011/04/13 18:00:11.000
Case 18764,Stress,2011/04/13 18:00:11.000
Case 19055,Stress,2011/04/13 18:00:11.000
Case 19859,Stress,2011/04/13 18:00:11.000
Case 19880,Stress,2011/04/13 18:00:11.000
Case 6364,Stress,2011/04/13 18:00:12.000
Case 8464,Stress,2011/04/13 18:00:12.000
Case 9029,Stress,2011/04/13 18:00:12.000
Case 13508,Stress,2011/04/13 18:00:12.000
Case 20871,Stress,2011/04/13 18:00:12.000
Case 22126,Stress,2011/04/13 18:00:12.000
Case 11809,Process Creation,2011/04/13 18:00:13.000
Case 11809,EngSupplierDesign Lead,2011/04/13 18:00:13.000
Case 19479,EngSupplierDesign Lead,2011/04/13 18:00:13.000
Case 14556,ME Fabrication Checker,2011/04/13 18:00:20.000
Case 16605,Process Creation,2011/04/13 18:00:22.000
Case 16605,EngSupplierDesign Lead,2011/04/13 18:00:25.000
Case 16605,WP Lead,2011/04/13 18:00:44.000
Case 20871,ME Assembly Checker,2011/04/14 08:00:04.000
Case 13508,ME Assembly Checker,2011/04/14 08:00:05.000
Case 19880,ME Assembly Checker,2011/04/14 08:00:13.000
Case 16153,ME Assembly Checker,2011/04/14 08:00:14.000
Case 18764,ME Assembly Checker,2011/04/14 08:00:14.000
Case 19880,Weight,2011/04/14 08:00:14.000
Case 1046,ME Assembly Checker,2011/04/14 08:00:15.000
Case 19055,Weight,2011/04/14 08:00:15.000
Case 19055,ME Assembly Checker,2011/04/14 08:00:15.000
Case 23587,ME Assembly Checker,2011/04/14 08:00:15.000
Case 1046,Weight,2011/04/14 08:00:16.000
Case 18563,ME Assembly Checker,2011/04/14 08:00:16.000
Case 18563,Weight,2011/04/14 08:00:17.000
Case 23587,Weight,2011/04/14 08:00:18.000
Case 16153,Weight,2011/04/14 08:00:19.000
Case 18764,Weight,2011/04/14 08:00:20.000
Case 13508,Weight,2011/04/14 08:00:22.000
Case 9344,ME Assembly Checker,2011/04/14 08:00:23.000
Case 20871,Weight,2011/04/14 08:00:23.000
Case 18338,Weight,2011/04/14 08:00:26.000
Case 1848,Weight,2011/04/14 08:00:28.000
Case 4537,Weight,2011/04/14 08:00:28.000
Case 18563,ME Fabrication Checker,2011/04/14 08:00:28.000
Case 1046,ME Fabrication Checker,2011/04/14 08:00:29.000
Case 4050,Weight,2011/04/14 08:00:29.000
Case 16153,ME Fabrication Checker,2011/04/14 08:00:29.000
Case 18764,ME Fabrication Checker,2011/04/14 08:00:29.000
Case 23587,ME Fabrication Checker,2011/04/14 08:00:29.000
Case 17213,Weight,2011/04/14 08:00:30.000
Case 19055,ME Fabrication Checker,2011/04/14 08:00:30.000
Case 19880,ME Fabrication Checker,2011/04/14 08:00:30.000
Case 16295,Weight,2011/04/14 08:00:31.000
Case 20098,Weight,2011/04/14 08:00:31.000
Case 3461,ME Assembly Checker,2011/04/14 08:00:32.000
Case 13287,ME Fabrication Checker,2011/04/14 08:00:38.000
Case 13508,ME Fabrication Checker,2011/04/14 08:00:38.000
Case 18116,ME Fabrication Checker,2011/04/14 08:00:38.000
Case 20871,ME Fabrication Checker,2011/04/14 08:00:38.000
Case 22461,M_P,2011/04/14 08:00:55.000
Case 15141,ME Assembly Checker,2011/04/14 09:00:01.000
Case 1742,M_P,2011/04/14 09:00:03.000
Case 16295,ME Assembly Checker,2011/04/14 09:00:03.000
Case 20098,ME Assembly Checker,2011/04/14 09:00:04.000
Case 3210,M_P,2011/04/14 09:00:05.000
Case 4050,ME Assembly Checker,2011/04/14 09:00:05.000
Case 1848,ME Assembly Checker,2011/04/14 09:00:06.000
Case 4537,ME Assembly Checker,2011/04/14 09:00:06.000
Case 17213,ME Assembly Checker,2011/04/14 09:00:06.000
Case 18338,ME Assembly Checker,2011/04/14 09:00:06.000
Case 1742,ME Assembly Checker,2011/04/14 09:00:07.000
Case 3210,ME Assembly Checker,2011/04/14 09:00:07.000
Case 22461,ME Assembly Checker,2011/04/14 09:00:10.000
Case 8977,ME Assembly Checker,2011/04/14 09:00:11.000
Case 18932,ME Assembly Checker,2011/04/14 09:00:11.000
Case 1206,ME Assembly Checker,2011/04/14 09:00:14.000
Case 5714,ME Assembly Checker,2011/04/14 09:00:16.000
Case 21579,ME Assembly Checker,2011/04/14 09:00:16.000
Case 14556,ME Assembly Checker,2011/04/14 09:00:18.000
Case 6364,ME Assembly Checker,2011/04/14 09:00:19.000
Case 9029,ME Assembly Checker,2011/04/14 09:00:26.000
Case 18932,M_P,2011/04/14 09:00:26.000
Case 8464,ME Assembly Checker,2011/04/14 09:00:27.000
Case 22126,ME Assembly Checker,2011/04/14 09:00:27.000
Case 3103,ME Assembly Checker,2011/04/14 09:00:28.000
Case 6426,ME Assembly Checker,2011/04/14 09:00:28.000
Case 9344,M_P,2011/04/14 09:00:28.000
Case 19859,ME Assembly Checker,2011/04/14 09:00:28.000
Case 6426,Design Lead,2011/04/14 09:00:40.000
Case 9029,Design Lead,2011/04/14 09:00:41.000
Case 3103,Design Lead,2011/04/14 09:00:42.000
Case 8464,Design Lead,2011/04/14 09:00:43.000
Case 19859,Design Lead,2011/04/14 09:00:43.000
Case 22126,Design Lead,2011/04/14 09:00:45.000
Case 6364,Design Lead,2011/04/14 09:00:47.000
Case 8977,M_P,2011/04/14 09:00:47.000
Case 18116,Design Lead,2011/04/14 09:00:48.000
Case 13287,Design Lead,2011/04/14 09:00:52.000
Case 10009,Design Lead,2011/04/14 09:00:53.000
Case 14862,Design Lead,2011/04/14 09:00:54.000
Case 5947,Design Lead,2011/04/14 09:00:58.000
Case 5714,ME Fabrication Checker,2011/04/14 10:00:01.000
Case 21579,ME Fabrication Checker,2011/04/14 10:00:01.000
Case 16796,Design Lead,2011/04/14 10:00:03.000
Case 18563,M_P,2011/04/14 10:00:05.000
Case 18764,M_P,2011/04/14 10:00:07.000
Case 13897,Design Lead,2011/04/14 10:00:18.000
Case 18764,Design Lead,2011/04/14 10:00:19.000
Case 16153,M_P,2011/04/14 10:00:20.000
Case 18563,Design Lead,2011/04/14 10:00:20.000
Case 79,Process Creation,2011/04/14 10:00:21.000
Case 16153,Design Lead,2011/04/14 10:00:21.000
Case 79,EngSupplierDesign Lead,2011/04/14 10:00:22.000
Case 1481,Process Creation,2011/04/14 10:00:22.000
Case 19840,Design Lead,2011/04/14 10:00:22.000
Case 23587,M_P,2011/04/14 10:00:22.000
Case 1046,M_P,2011/04/14 10:00:23.000
Case 1481,EngSupplierDesign Lead,2011/04/14 10:00:23.000
Case 23587,Design Lead,2011/04/14 10:00:23.000
Case 1046,Design Lead,2011/04/14 10:00:24.000
Case 4403,Process Creation,2011/04/14 10:00:24.000
Case 4403,EngSupplierDesign Lead,2011/04/14 10:00:24.000
Case 19055,M_P,2011/04/14 10:00:24.000
Case 19053,Design Lead,2011/04/14 10:00:25.000
Case 19880,M_P,2011/04/14 10:00:25.000
Case 17195,Design Lead,2011/04/14 10:00:26.000
Case 19055,Design Lead,2011/04/14 10:00:26.000
Case 3461,M_P,2011/04/14 10:00:29.000
Case 13508,M_P,2011/04/14 10:00:31.000
Case 538,Process Creation,2011/04/14 10:00:33.000
Case 538,EngSupplierDesign Lead,2011/04/14 10:00:33.000
Case 20871,M_P,2011/04/14 10:00:33.000
Case 79,WP Lead,2011/04/14 10:00:35.000
Case 538,WP Lead,2011/04/14 10:00:35.000
Case 11809,WP Lead,2011/04/14 10:00:35.000
Case 19479,WP Lead,2011/04/14 10:00:35.000
Case 8711,WP Lead,2011/04/14 10:00:36.000
Case 79,Stress WP Lead,2011/04/14 10:00:37.000
Case 538,Stress WP Lead,2011/04/14 10:00:37.000
Case 8711,Stress WP Lead,2011/04/14 10:00:37.000
Case 11809,Stress WP Lead,2011/04/14 10:00:37.000
Case 19479,Stress WP Lead,2011/04/14 10:00:37.000
Case 19880,Design Lead,2011/04/14 10:00:38.000
Case 20871,Design Lead,2011/04/14 10:00:39.000
Case 13508,Design Lead,2011/04/14 10:00:40.000
Case 5259,ME Assembly Checker,2011/04/14 11:00:16.000
Case 1742,ME Fabrication Checker,2011/04/14 11:00:37.000
Case 3461,ME Fabrication Checker,2011/04/14 11:00:37.000
Case 8977,ME Fabrication Checker,2011/04/14 11:00:37.000
Case 18932,ME Fabrication Checker,2011/04/14 11:00:37.000
Case 22461,ME Fabrication Checker,2011/04/14 11:00:37.000
Case 3210,ME Fabrication Checker,2011/04/14 11:00:38.000
Case 3461,Stress,2011/04/14 11:00:53.000
Case 9202,Process Creation,2011/04/14 12:00:05.000
Case 9202,EngSupplierDesign Lead,2011/04/14 12:00:06.000
Case 9202,WP Lead,2011/04/14 12:00:07.000
Case 9202,Stress WP Lead,2011/04/14 12:00:08.000
Case 3461,Weight,2011/04/14 12:00:24.000
Case 18932,Weight,2011/04/14 12:00:25.000
Case 3210,Weight,2011/04/14 12:00:34.000
Case 8977,Weight,2011/04/14 12:00:36.000
Case 1742,Weight,2011/04/14 12:00:38.000
Case 22461,Weight,2011/04/14 12:00:39.000
Case 14556,Design Lead,2011/04/14 14:00:22.000
Case 15141,Design Lead,2011/04/14 14:00:23.000
Case 3461,Design Lead,2011/04/14 14:00:30.000
Case 18338,ME Fabrication Checker,2011/04/14 15:00:04.000
Case 1848,ME Fabrication Checker,2011/04/14 15:00:05.000
Case 4537,ME Fabrication Checker,2011/04/14 15:00:06.000
Case 4050,ME Fabrication Checker,2011/04/14 15:00:07.000
Case 17213,ME Fabrication Checker,2011/04/14 15:00:10.000
Case 20098,ME Fabrication Checker,2011/04/14 15:00:10.000
Case 16295,ME Fabrication Checker,2011/04/14 15:00:11.000
Case 1206,ME Fabrication Checker,2011/04/14 15:00:14.000
Case 21653,Process Creation,2011/04/14 15:00:59.000
Case 21653,EngSupplierDesign Lead,2011/04/14 15:00:59.000
Case 538,CRA,2011/04/14 16:00:00.000
Case 2295,CRA,2011/04/14 16:00:00.000
Case 22433,CRA,2011/04/14 16:00:00.000
Case 79,CRA,2011/04/14 16:00:01.000
Case 8711,CRA,2011/04/14 16:00:01.000
Case 9202,CRA,2011/04/14 16:00:01.000
Case 11809,CRA,2011/04/14 16:00:01.000
Case 19479,CRA,2011/04/14 16:00:01.000
Case 21653,WP Lead,2011/04/14 16:00:01.000
Case 21653,Stress WP Lead,2011/04/14 16:00:04.000
Case 8166,Process Creation,2011/04/14 16:00:21.000
Case 8166,EngSupplierDesign Lead,2011/04/14 16:00:22.000
Case 11809,Weight,2011/04/14 16:00:25.000
Case 79,Weight,2011/04/14 16:00:26.000
Case 9202,Weight,2011/04/14 16:00:29.000
Case 8166,WP Lead,2011/04/14 16:00:56.000
Case 8166,Stress WP Lead,2011/04/14 17:00:01.000
Case 3210,Stress,2011/04/14 17:00:06.000
Case 1742,Stress,2011/04/14 17:00:07.000
Case 8977,Stress,2011/04/14 17:00:07.000
Case 18932,Stress,2011/04/14 17:00:07.000
Case 22461,Stress,2011/04/14 17:00:07.000
Case 1206,Stress,2011/04/14 17:00:08.000
Case 16295,Stress,2011/04/14 17:00:08.000
Case 17213,Stress,2011/04/14 17:00:08.000
Case 20098,Stress,2011/04/14 17:00:08.000
Case 1848,Stress,2011/04/14 17:00:09.000
Case 4050,Stress,2011/04/14 17:00:09.000
Case 4537,Stress,2011/04/14 17:00:09.000
Case 79,ME Fabrication Checker,2011/04/14 17:00:17.000
Case 5259,Design Lead,2011/04/14 17:00:21.000
Case 11809,M_P,2011/04/14 17:00:36.000
Case 18338,M_P,2011/04/14 17:00:39.000
Case 79,M_P,2011/04/14 17:00:45.000
Case 4932,Process Creation,2011/04/14 17:00:56.000
Case 4932,EngSupplierDesign Lead,2011/04/14 17:00:57.000
Case 17388,Process Creation,2011/04/14 18:00:01.000
Case 17388,EngSupplierDesign Lead,2011/04/14 18:00:01.000
Case 19749,Process Creation,2011/04/14 18:00:05.000
Case 19749,EngSupplierDesign Lead,2011/04/14 18:00:05.000
Case 8977,Design Lead,2011/04/14 18:00:38.000
Case 18932,Design Lead,2011/04/14 18:00:38.000
Case 1742,Design Lead,2011/04/14 18:00:40.000
Case 22461,Design Lead,2011/04/14 18:00:40.000
Case 3210,Design Lead,2011/04/14 18:00:41.000
Case 8033,Process Creation,2011/04/14 19:00:09.000
Case 18299,Process Creation,2011/04/14 19:00:10.000
Case 8033,EngSupplierDesign Lead,2011/04/14 19:00:11.000
Case 18299,EngSupplierDesign Lead,2011/04/14 19:00:11.000
Case 8033,WP Lead,2011/04/14 19:00:12.000
Case 18299,WP Lead,2011/04/14 19:00:12.000
Case 8033,Stress WP Lead,2011/04/14 19:00:13.000
Case 18299,Stress WP Lead,2011/04/14 19:00:13.000
Case 11809,ME Assembly Checker,2011/04/15 08:00:14.000
Case 9202,ME Assembly Checker,2011/04/15 08:00:18.000
Case 8711,ME Assembly Checker,2011/04/15 08:00:24.000
Case 2295,ME Assembly Checker,2011/04/15 08:00:33.000
Case 22433,ME Assembly Checker,2011/04/15 08:00:33.000
Case 538,ME Assembly Checker,2011/04/15 08:00:35.000
Case 1206,Weight,2011/04/15 08:00:39.000
Case 79,ME Assembly Checker,2011/04/15 08:00:44.000
Case 5714,Weight,2011/04/15 08:00:47.000
Case 21579,Weight,2011/04/15 08:00:48.000
Case 538,Weight,2011/04/15 08:00:51.000
Case 11809,ME Fabrication Checker,2011/04/15 08:00:56.000
Case 19480,Process Creation,2011/04/15 09:00:46.000
Case 19480,EngSupplierDesign Lead,2011/04/15 09:00:51.000
Case 19480,WP Lead,2011/04/15 09:00:52.000
Case 19480,Stress WP Lead,2011/04/15 09:00:53.000
Case 10937,Process Creation,2011/04/15 10:00:08.000
Case 22653,Process Creation,2011/04/15 10:00:14.000
Case 9202,M_P,2011/04/15 10:00:45.000
Case 8711,M_P,2011/04/15 10:00:48.000
Case 22433,M_P,2011/04/15 10:00:58.000
Case 10938,Process Creation,2011/04/15 11:00:01.000
Case 17291,Process Creation,2011/04/15 11:00:09.000
Case 20002,Process Creation,2011/04/15 11:00:11.000
Case 2295,M_P,2011/04/15 11:00:18.000
Case 538,M_P,2011/04/15 11:00:20.000
Case 538,ME Fabrication Checker,2011/04/15 11:00:50.000
Case 13989,Stress WP Lead,2011/04/15 12:00:08.000
Case 11809,Stress,2011/04/15 12:00:21.000
Case 79,Stress,2011/04/15 12:00:22.000
Case 1206,M_P,2011/04/15 12:00:29.000
Case 1848,M_P,2011/04/15 12:00:32.000
Case 15186,WP Lead,2011/04/15 12:00:32.000
Case 4537,M_P,2011/04/15 12:00:36.000
Case 4050,M_P,2011/04/15 12:00:38.000
Case 17213,M_P,2011/04/15 12:00:41.000
Case 20098,M_P,2011/04/15 12:00:44.000
Case 16295,M_P,2011/04/15 12:00:47.000
Case 23888,Process Creation,2011/04/15 13:00:11.000
Case 16295,Design Lead,2011/04/15 13:00:12.000
Case 23888,EngSupplierDesign Lead,2011/04/15 13:00:12.000
Case 20098,Design Lead,2011/04/15 13:00:13.000
Case 17213,Design Lead,2011/04/15 13:00:14.000
Case 4050,Design Lead,2011/04/15 13:00:15.000
Case 4537,Design Lead,2011/04/15 13:00:15.000
Case 1848,Design Lead,2011/04/15 13:00:16.000
Case 1206,Design Lead,2011/04/15 13:00:17.000
Case 4933,Process Creation,2011/04/15 14:00:23.000
Case 4933,EngSupplierDesign Lead,2011/04/15 14:00:24.000
Case 17389,Process Creation,2011/04/15 14:00:24.000
Case 17389,EngSupplierDesign Lead,2011/04/15 14:00:25.000
Case 19750,Process Creation,2011/04/15 14:00:26.000
Case 19750,EngSupplierDesign Lead,2011/04/15 14:00:26.000
Case 8033,CRA,2011/04/15 15:00:01.000
Case 8166,CRA,2011/04/15 15:00:01.000
Case 18299,CRA,2011/04/15 15:00:01.000
Case 21653,CRA,2011/04/15 15:00:01.000
Case 13989,CRA,2011/04/15 15:00:02.000
Case 19480,CRA,2011/04/15 15:00:02.000
Case 21653,ME Fabrication Checker,2011/04/15 15:00:08.000
Case 9202,Stress,2011/04/15 15:00:09.000
Case 9344,Stress,2011/04/15 15:00:09.000
Case 19480,Stress,2011/04/15 15:00:28.000
Case 8033,Stress,2011/04/15 15:00:29.000
Case 18299,Stress,2011/04/15 15:00:29.000
Case 8033,ME Assembly Checker,2011/04/15 15:00:32.000
Case 18299,ME Assembly Checker,2011/04/15 15:00:33.000
Case 19480,ME Assembly Checker,2011/04/15 15:00:35.000
Case 19480,M_P,2011/04/15 15:00:37.000
Case 18299,M_P,2011/04/15 15:00:40.000
Case 19480,ME Fabrication Checker,2011/04/15 15:00:41.000
Case 16708,WP Lead,2011/04/15 15:00:43.000
Case 18299,ME Fabrication Checker,2011/04/15 15:00:43.000
Case 20610,WP Lead,2011/04/15 15:00:43.000
Case 538,Stress,2011/04/15 15:00:44.000
Case 8033,M_P,2011/04/15 15:00:44.000
Case 8033,ME Fabrication Checker,2011/04/15 15:00:44.000
Case 8166,ME Fabrication Checker,2011/04/15 15:00:45.000
Case 18338,Stress,2011/04/15 15:00:47.000
Case 8033,Weight,2011/04/15 15:00:48.000
Case 8166,Stress,2011/04/15 15:00:49.000
Case 18299,Weight,2011/04/15 15:00:49.000
Case 21653,Stress,2011/04/15 15:00:49.000
Case 8166,Weight,2011/04/15 15:00:50.000
Case 13989,ME Assembly Checker,2011/04/15 15:00:51.000
Case 21653,Weight,2011/04/15 15:00:52.000
Case 21653,ME Assembly Checker,2011/04/15 15:00:54.000
Case 19480,Weight,2011/04/15 15:00:56.000
Case 8166,ME Assembly Checker,2011/04/15 16:00:01.000
Case 9344,Weight,2011/04/15 16:00:04.000
Case 21653,M_P,2011/04/15 16:00:04.000
Case 8166,M_P,2011/04/15 16:00:05.000
Case 13989,M_P,2011/04/15 16:00:06.000
Case 21653,Design Lead,2011/04/15 16:00:33.000
Case 538,Design Lead,2011/04/15 16:00:34.000
Case 8166,Design Lead,2011/04/15 16:00:35.000
Case 18338,Design Lead,2011/04/15 16:00:36.000
Case 11560,WP Lead,2011/04/15 16:00:47.000
Case 13197,WP Lead,2011/04/15 16:00:47.000
Case 19159,Stress WP Lead,2011/04/15 16:00:47.000
Case 12377,WP Lead,2011/04/15 16:00:48.000
Case 16605,Stress WP Lead,2011/04/15 16:00:48.000
Case 18092,WP Lead,2011/04/15 17:00:27.000
Case 19962,WP Lead,2011/04/15 17:00:27.000
Case 7905,Process Creation,2011/04/15 17:00:36.000
Case 7905,EngSupplierDesign Lead,2011/04/15 17:00:37.000
Case 11278,Process Creation,2011/04/15 17:00:37.000
Case 8033,Design Lead,2011/04/15 17:00:38.000
Case 11278,EngSupplierDesign Lead,2011/04/15 17:00:38.000
Case 18299,Design Lead,2011/04/15 17:00:38.000
Case 14127,Process Creation,2011/04/15 17:00:39.000
Case 14127,EngSupplierDesign Lead,2011/04/15 17:00:39.000
Case 19480,Design Lead,2011/04/15 17:00:39.000
Case 11809,Design Lead,2011/04/15 17:00:40.000
Case 79,Design Lead,2011/04/15 17:00:41.000
Case 17292,Process Creation,2011/04/15 18:00:25.000
Case 20003,Process Creation,2011/04/15 18:00:27.000
Case 22654,Process Creation,2011/04/15 18:00:43.000
Case 10939,Process Creation,2011/04/15 18:00:45.000
Case 11384,Process Creation,2011/04/15 18:00:51.000
Case 7463,Process Creation,2011/04/15 18:00:52.000
Case 22655,Process Creation,2011/04/15 18:00:56.000
Case 22655,EngSupplierDesign Lead,2011/04/15 18:00:57.000
Case 7463,EngSupplierDesign Lead,2011/04/15 19:00:05.000
Case 11384,EngSupplierDesign Lead,2011/04/15 19:00:05.000
Case 10939,EngSupplierDesign Lead,2011/04/15 19:00:06.000
Case 17292,EngSupplierDesign Lead,2011/04/15 19:00:06.000
Case 20003,EngSupplierDesign Lead,2011/04/15 19:00:06.000
Case 9202,ME Fabrication Checker,2011/04/18 11:00:19.000
Case 2295,ME Fabrication Checker,2011/04/18 12:00:07.000
Case 22433,ME Fabrication Checker,2011/04/18 12:00:07.000
Case 22655,WP Lead,2011/04/18 12:00:38.000
Case 10939,WP Lead,2011/04/18 12:00:39.000
Case 17292,WP Lead,2011/04/18 12:00:39.000
Case 20003,WP Lead,2011/04/18 12:00:39.000
Case 13989,ME Fabrication Checker,2011/04/18 13:00:15.000
Case 4934,Process Creation,2011/04/18 14:00:36.000
Case 4934,EngSupplierDesign Lead,2011/04/18 14:00:37.000
Case 17390,Process Creation,2011/04/18 14:00:39.000
Case 17390,EngSupplierDesign Lead,2011/04/18 14:00:42.000
Case 19751,Process Creation,2011/04/18 14:00:43.000
Case 19751,EngSupplierDesign Lead,2011/04/18 14:00:44.000
Case 16708,CRA,2011/04/18 17:00:09.000
Case 18092,CRA,2011/04/18 17:00:09.000
Case 19962,CRA,2011/04/18 17:00:09.000
Case 20610,CRA,2011/04/18 17:00:09.000
Case 13197,CRA,2011/04/18 17:00:10.000
Case 11560,CRA,2011/04/18 17:00:11.000
